FOLIO;ID_FICTICIO;FECHA_TERMINO;DURACION;VER_1;VER_2;VER_3;EDU_1_1;EDU_1_2;EDU_1_4;EDU_1_5;EDU_2_1;EDU_2_3;EDU_2_4;EDU_2_5;EDU_2_6;EDU_2_8;EDU_2_9;EDU_2_10;EDU_2_11;EDU_6_1;EDU_6_2;EDU_7_1;EDU_7_2;EDU_8;EDU_10_1;EDU_10_4;EDU_10_5;EDU_11_1;EDU_11_3;EDU_11_3_10;EDU_12_1;EDU_12_2;EDU_12_3;EDU_12_4;EDU_12_5;EDU_12_6;EDU_12_7;EDU_12_8;EDU_12_9;EDU_12_10;EDU_12_11;EDU_12_12;EDU_12_13;EDU_12_14;EDU_12_15;EDU_12_16;EDU_12_17;EDU_12_18;EDU_12_19;ECR_1;ECR_4_1;ECR_4_2;ECR_4_3;ECR_4_4;ECR_4_5;ECR_4_6;ECR_4_7;ECR_5;EMP_1;EMP_2;EMP_3A_0;EMP_3A_1_1;EMP_3A_1_2;EMP_3A_2;EMP_3A_3;EMP_3A_4;EMP_3A_5;EMP_3A_8;EMP_3A_9;EMP_3A_32;EMP_3A_33;EMP_3A_34;EMP_3A_35;EMP_3A_44;EMP_3A_45;EMP_3A_46;EMP_3A_47_1;EMP_3A_47_2;EMP_3A_47_3;EMP_3A_47_4;EMP_3A_47_5;EMP_6_1;EMP_7_1;EMP_7_2;EMP_7_3;EMP_7_4;EMP_7_5;EMP_7_6;EMP_7_7;EMP_7_8;EMP_7_9;EMP_7_10;EMP_7_11;EMP_7_12;EMP_7_13;EMP_7_14;EMP_7_15;EMP_7_16;EMP_7_17;EMP_7_18;EMP_7_19;EMP_8_1;EMP_9_1;EMP_9_2;EMP_9_3;EMP_9_4;EMP_9_5;EMP_9_6;EMP_9_7;EMP_9_8;EMP_9_9;EMP_9_10;EMP_9_11;EMP_9_12;EMP_9_13;GEN_0;GEN_1;GEN_2_1;GEN_2_2_1;GEN_2_2_2;EMP_3B_1;EMP_3B_2;EMP_3B_3;EMP_3B_4;EMP_3B_5;EMP_3B_8;EMP_3B_9;EMP_3B_44;EMP_3B_45;EMP_3B_46;EMP_3B_47_1;EMP_3B_47_2;EMP_3B_47_3;EMP_3B_47_4;EMP_3B_47_5;EMP_3B_48;EMP_3C_0;EMP_3C_1;EMP_10A_1;EMP_10B_0;EMP_10B_1;EMP_10B_2;EMP_10B_4;EMP_10B_5;EMP_10B_8;EMP_10B_9;EMP_10B_44;EMP_10B_45;EMP_10B_46;EMP_11_1;EMP_11_2;EMP_11_3;EMP_11_4;EMP_11_5;EMP_11_6;EMP_11_7;EMP_11_8;EMP_11_9;EMP_11_10;EMP_11_11;GEN_5_1;GEN_5_1_0;GEN_3_1_1;GEN_3_1_2;GEN_3_1_3;GEN_3_1_4;GEN_3_1_5;GEN_3_1_6;GEN_3_1_7;GEN_3_1_8;MOB_1A_1;MOB_1B_1;MOB_1B_2;MOB_1B_3;MOB_1B_6_1;MOB_1B_6_2;MOB_1B_6_3;MOB_1B_6_4;MOB_1B_6_5;MOB_1B_6_6;MOB_1B_6_7;MOB_1B_6_8;MOB_1B_6_9;MOB_1C_1;MOB_1C_2;MOB_1C_3;MOB_1C_6_1;MOB_1C_6_2;MOB_1C_6_3;MOB_1C_6_4;MOB_1C_6_5;MOB_1C_6_6;MOB_1C_6_7;MOB_1C_6_8;MOB_1C_6_9;MOB_4A_1;MOB_4A_2;MOB_4A_3;MOB_4A_4;MOB_5_1;MOB_6;MOB_7_1;MOB_7_2;MOB_7_3;MOB_7_4;MOB_7_5;MOB_7_6;MOB_7_7;CAR_1_1;CAR_1_2;CAR_1_3;CAR_1_4;CAR_3_1;CAR_3_2;CAR_3_3;CAR_3_4;CAR_3_5;CAR_3_6;CAR_3_7;CAR_3_8;CAR_3_9;CAR_3_10;CAR_3_11;CAR_5_1;CAR_6_1;CAR_6_2;CAR_6_3;CAR_6_4;CAR_6_5;CAR_6_6;CAR_6_7;CAR_6_8;CAR_6_9;CAR_6_10;CAR_6_11;CAR_6_12;CAR_7_1;CAR_8_1;CAR_8_2;CAR_9_1;CAR_10_1;CAR_13_1;CAR_14_1;CAR_15_1;CAR_16_1_1;CAR_16_1_2;CAR_16_1_3;CAR_16_1_4;CAR_16_1_5;CAR_16_1_6;CAR_16_1_7;CAR_16_1_8;CAR_17_1_1;CAR_17_1_2;CAR_17_1_3;CAR_17_1_4;CAR_17_1_5;CAR_17_1_6;CAR_17_1_7;CAR_17_1_8;CAR_18_1_1;CAR_18_1_2;CAR_18_1_3;CAR_18_1_4;CAR_18_1_5;CAR_18_1_6;CAR_19_1_1;CAR_19_1_2;CAR_19_1_3;CAR_19_1_4;CAR_19_1_5;CAR_19_1_6;CVD_1_1;CVD_2_1;CVD_2_2;CVD_3_1_1;CVD_3_1_2;CVD_3_1_3;CVD_3_1_4;CVD_3_1_5;CVD_3_1_6;CVD_3_1_7;CVD_3_1_8;CVD_3_1_9;CVD_3_1_10;PER_1_1;PER_1_2;PER_2_1;PER_3_2;PER_4_1;PER_5A_1;PER_5A_2;PER_5A_3;PER_5B_1;PER_6_1;PER_7_1;PER_7_2;PER_7_3;PER_7_4;PER_8_1;PER_8_2;PER_8_3;PER_8_4;PER_8_5;FACT;IMP_DATOS;ÍNDCONOCIMIENTOSDOCTORADO;ÍNDCONOCIMIENTOSEMPLEO;ÍNDDOCTORADO;ÍNDEMPLEOSATISFACCIÓN;ConDocCategorica;ConEmpleoCategorica;AfirDocCategorica;SatEmpleoCategórica
343493250;6180;15-03-2023;1d 20h:20m;1;1;1;UCHILE;FACULTAD DE CIENCIAS;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];1;(2000,2009];1;1;1;1999;Chile;1;1;;5;999;5;999;999;999;4;4;4;5;5;3;5;999;4;999;4;2;2;2;;;;;;;;;1;6;1;2;1;2009;;Chile;999;3;1;2;;1;;1;1;44;40;30;20;10;;3;5;2;5;2;2;1;5;4;2;3;4;4;5;5;4;3;4;4;3;2;2;2;4;3;3;4;4;4;4;3;3;4;4;1;3;1;4;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;5;2;4;1;4;2;5;4;1;2;;2;1;2;2;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;1;2;2;1;1;;14;2;;4;5;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;5;5;3;2;2;2;1;1;3;2;3;3;2;2;1;2;2;2;2;1;(1969,1979];Metropolitana;1;999;;;2;7;0;1;0;1;2;1;1;1;1;8.4;2;0.55;0.71;0.67;0.85;2;3;2;3
343499942;14289;14-03-2023;0d 0h:47m;1;1;1;UTFSM;Departamento de Ingeniería Electrónica;Chile;999;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2009,2020];1;(2009,2020];1;1;2;2013;Venezuela;1;1;;5;4;5;3;4;3;4;5;4;4;5;5;4;4;5;3;3;4;4;1;Ingeniería y tecnología;;Ingeniería eléctrica, electrónica y de la información;;;;;3;1;4;1;1;1;999;;Chile;Valparaíso;3;1;2;;1;;2;1;45;80;10;10;;;3;5;5;5;4;4;3;5;5;5;4;5;4;5;4;5;3;4;4;5;;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;1;3;4;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;4;3;4;1;5;1;5;5;1;999;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;1;1;2;2;2;2;2;1;2;;6;2;;3;1;0;4;1;1;2;2;1;2;2;1;FIA;2;2;2;2;2;2;2;;5;5;5;5;4;4;3;5;5;3;3;3;1;1;1;3;1;2;3;3;3;3;3;2;1;1;5;(1969,1979];Maule;1;Chile;;;2;3;1;1;1;0;1;1;1;1;1;6.8;2;0.82;0.88;0.69;1;3;3;2;3
343540283;3018;15-03-2023;0d 0h:12m;1;1;1;UCHILE;Facultad de Artes;Chile;Metropolitana;Artes y humanidades;Artes;;;;;;;;(2000,2009];1;(2009,2020];2;2;1;2008;Chile;1;1;;3;3;5;999;3;3;4;3;4;4;3;3;5;5;3;3;5;2;2;1;Humanidades;;;;;;Artes (artes, historia del arte, artes escénicas, música);3;1;6;1;1;1;999;;Chile;Metropolitana;3;1;2;;6;;1;1;45;40;40;;20;;3;5;4;5;1;4;4;4;4;4;4;5;5;5;4;4;3;4;3;3;2;2;2;2;4;2;1;2;1;3;2;2;2;1;2;5;1;4;3;1;2;2016;Chile;Metropolitana;3;1;3;2;6;;100;;;;2;;;1;1;2019;999;Chile;Valparaíso;3;1;1;2;22;3;4;3;2;2;1;4;5;2;4;2;999;;1;2;2;2;1;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;2;1;2;1;1;;20;2;;2;4;0;0;1;1;2;1;2;1;2;2;Fibn-conaf;1;2;1;2;1;2;2;Conaf-fibn;5;5;5;5;5;5;2;4;4;2;1;1;2;1;2;2;1;3;3;3;2;3;3;3;2;2;1;(1969,1979];Biobio;1;Chile;;;2;1;1;1;0;0;1;1;2;1;1;8.4;2;0.66;0.79;0.58;0.5;2;3;2;2
344192916;4500;05-04-2023;0d 0h:47m;1;1;1;University of Adelaide;Ingeniería;Chile;Metropolitana;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2000,2009];2;(2009,2020];1;2;1;1999;Chile;6;;;5;2;3;4;2;5;4;5;2;3;5;4;2;3;4;5;3;5;2;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;4;2;3;2;2;2;4;4;2;2;;2;2;2;2;2;2;2;1;1;999;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;2;1;2;2;1;;8;3;2;4;2;0;3;1;2;2;2;2;2;2;1;;2;2;2;2;2;2;1;;5;5;5;5;5;5;2;2;3;3;2;2;1;2;2;3;2;2;2;3;3;2;2;2;2;2;1;(1969,1979];;3;Venezuela;;;2;4;0;1;0;1;2;1;2;1;1;8.4;2;0.72;0.79;0.62;1;3;3;2;3
343580208;3814;16-03-2023;0d 1h:8m;1;1;1;Universidad de Antofagasta;Facultad de Ciencias de la Salud;Chile;Antofagasta;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];1;(2009,2020];2;1;2;1997;Japón;1;1;;5;5;5;4;4;5;5;4;4;5;5;5;4;5;5;5;3;5;4;2;;;;;;;;;1;3;1;1;1;2011;;Chile;Antofagasta;3;1;2;;1;;1;1;40;10;;70;;20;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;4;;2;4;4;4;4;4;3;4;4;4;3;3;4;2;999;1;3;3;1;1;2020;Chile;Antofagasta;3;1;3;2;4;;100;;;;2;;;2;;;;;;;;;;;5;4;3;2;3;2;3;2;2;4;2;2;;1;2;2;2;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;;;1;;;;;;;;;;;;;1;2;2;2;2;2;2;1;2;2;2;;3;3;36;3;2;0;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;5;5;4;3;3;4;1;1;2;2;1;3;2;2;3;1;1;3;1;2;1;(1969,1979];;3;Alemania;;;2;5;0;;;;1;1;1;1;1;8.4;2;0.92;0.95;0.58;0.9;3;3;2;3
343575437;7411;16-03-2023;0d 1h:44m;1;1;1;University of Bristol;Earth Science Department;Europa y Asia central;;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];1;(2000,2009];1;1;1;2000;Chile;2;;;5;5;5;999;999;4;5;5;5;5;5;5;5;999;5;5;5;5;999;2;;;;;;;;;1;4;1;1;1;2011;;Chile;Los Rios;3;1;2;;1;;1;1;44;20;40;30;10;;3;5;4;5;1;3;4;5;5;5;5;5;5;5;5;5;5;5;5;2;;3;3;3;4;3;3;4;2;4;3;3;3;3;1;1;1;4;4;1;2;2018;Chile;Arica y Parinacota;1;;3;2;2;50;;;50;;2;;;2;;;;;;;;;;;5;5;3;1;3;1;1;4;5;5;1;9;;1;1;2;1;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;2;2;2;2;2;1;2;2;1;2;;20;3;6;4;3;0;0;2;;;;;;;;;;;;;;;;;4;5;4;5;4;4;3;3;3;3;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;(1969,1979];Metropolitana;1;Chile;;;2;1;1;1;0;0;2;1;1;1;1;6.8;2;0.78;0.88;0.62;0.79;3;3;2;3
343715615;1764;22-03-2023;0d 0h:23m;1;1;1;Universidad de Playa Ancha;Facultad de ciencias naturales y exactas;Europa y Asia central;;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];1;(2000,2009];1;1;2;1995;Francia;2;;;4;5;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;;;;;;;;;1;4;1;1;1;2011;;Chile;Valparaíso;3;1;2;;3;;1;1;44;10;30;20;20;20;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;3;3;3;4;3;3;3;3;3;3;3;3;2;2;4;2;1;1;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;4;4;1;3;1;4;1;4;4;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;2;2;1;;;;;;;;;;;;;2;2;2;2;1;2;2;2;2;2;2;;3;3;84;1;3;1;0;1;1;2;1;2;1;2;2;;2;2;2;2;2;2;2;;5;5;5;5;5;5;4;5;4;5;3;3;2;1;2;2;2;2;2;3;3;1;1;1;2;2;1;(1969,1979];Metropolitana;1;999;;;1;2;0;0;0;1;2;1;1;1;1;8.4;2;0.83;0.8;0.56;0.75;3;3;2;3
343163011;8657;12-03-2023;4d 2h:0m;1;1;1;Universidad del Biobío;Ingenieria;Chile;Biobio;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2000,2009];1;(2009,2020];2;1;2;2006;Chile;1;9;;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;;;;;;;;;1;8;1;1;2;2015;;Chile;Metropolitana;1;;1;3;;;1;1;40;30;20;25;20;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;4;4;4;2;1;3;4;3;3;3;4;1;3;2;2;2;1;2;2020;Chile;Biobio;1;;4;2;6;;40;;60;;1;2;2021;2;;;;;;;;;;;3;3;3;3;3;3;3;3;3;3;3;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;3;;;;;;;;;2;;;;;1;1;1;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;1;;999;1;;4;1;1;0;1;1;1;2;2;2;2;2;;2;1;2;2;2;2;2;;5;5;5;5;5;5;4;4;4;4;4;4;1;1;2;2;1;1;2;3;2;1;1;1;1;2;1;(1969,1979];Valparaíso;1;Chile;;;2;3;0;1;1;0;1;1;1;1;1;8.4;2;1;0.6;0.6;0.77;3;2;2;3
343948528;15240;27-03-2023;0d 4h:11m;1;1;1;Universidad de Udine;DISA;Europa y Asia central;;Agricultura, silvicultura, pesca y veterinaria;;;;;;Agricultura;;;(2009,2020];2;(2009,2020];1;1;2;999;Chile;1;;;5;3;4;2;5;4;5;4;5;5;5;4;4;5;5;4;5;4;999;2;;;;;;;;;1;5;1;1;1;2017;;Chile;Ohiggins;3;1;2;;1;;1;1;44;40;30;10;10;10;3;4;4;5;2;5;5;5;5;4;5;5;4;5;5;5;5;5;5;5;2;4;4;3;3;3;4;4;4;4;4;4;4;3;1;4;2;3;;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;5;5;5;1;5;1;5;5;5;5;;2;2;2;2;2;2;2;2;1;999;;;;;;;;;;;;;;;;;;;;;;;;999;999;999;999;999;;;;;;;;;1;999;999;999;;;;;;;;;;;;;2;1;1;1;1;1;2;1;2;2;2;;20;3;24;4;4;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;1;1;5;1;3;1;2;2;2;3;1;2;3;3;2;3;3;3;1;2;1;(1969,1979];Valparaíso;1;Chile;;;2;7;0;0;0;0;1;1;1;1;1;8.4;2;0.82;0.93;0.84;0.92;3;3;3;3
343955267;2895;27-03-2023;0d 0h:29m;1;1;1;UCHILE;Facultad de Ciencias;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];1;(2009,2020];1;1;2;2002;Chile;1;1;;5;5;5;4;5;999;5;5;5;5;5;5;5;4;5;5;5;4;3;2;;;;;;;;;1;9;1;1;1;2013;;Chile;Valparaíso;3;1;2;;1;;1;1;60;50;30;20;;;3;5;5;5;3;3;1;5;5;5;5;5;5;5;5;5;5;5;5;4;;3;4;4;2;4;4;4;4;4;4;3;4;3;1;1;2;4;4;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;2;4;1;4;1;5;5;1;1;;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;1;Estados Unidos;2;2;2;2;2;1;2;1;;1;;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;1;2;;13;2;;4;5;0;0;1;1;2;1;1;2;2;2;;1;2;1;2;2;2;2;;5;5;5;5;5;5;3;3;4;3;2;1;2;1;2;2;1;3;2;2;2;2;2;2;2;1;1;(1969,1979];Metropolitana;1;Chile;;;2;1;2;999;999;1;1;1;1;1;1;6.8;2;0.89;0.91;0.69;0.9;3;3;2;3
343964644;5288;28-03-2023;0d 0h:37m;1;1;1;Universidad Central;matematica, fisica y estadistica;Chile;Maule;Ciencias naturales, matemáticas y estadística;;;;Matemática y estadística;;;;;(2000,2009];1;(2009,2020];2;1;2;2010;Chile;3;;;5;5;5;999;5;5;5;4;5;5;5;5;5;5;5;999;3;3;999;2;;;;;;;;;1;13;1;1;1;1991;;Chile;Metropolitana;3;1;2;;6;;1;1;42;50;40;;10;;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;1;4;2;1;2;2010;Chile;Metropolitana;1;;4;2;5;999;999;999;999;999;1;2;2013;2;;;;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;;2;2;2;2;2;2;2;2;1;España;2012;2012;;;;;1;;;;;;;;;;;;;;;;;1;2;2;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;1;2;2;2;1;2;1;2;2;2;;30;3;12;4;5;0;1;1;1;1;2;2;2;2;2;;1;1;2;2;2;2;2;;5;5;5;5;5;5;3;4;4;2;5;3;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;(1969,1979];;2;Chile;España;Venezuela;2;1;0;0;1;1;1;1;2;1;2;6.8;2;0.79;0.78;1;1;3;3;3;3
343965535;13072;28-03-2023;0d 0h:37m;1;1;1;PUC;Fisiología;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];1;(2009,2020];2;1;2;2010;Chile;1;1;;4;3;5;2;1;2;4;3;4;4;5;3;5;2;3;4;2;2;1;2;;;;;;;;;1;6;1;1;1;2011;;Chile;Metropolitana;3;1;2;;6;;1;1;44;30;30;30;10;;3;3;4;5;2;4;4;4;4;5;5;5;5;4;4;4;4;3;4;1;2;3;3;4;4;4;4;4;3;3;3;3;4;3;2;3;1;4;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;4;5;3;4;1;4;1;5;5;1;9;;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;1;1;;10;3;12;4;5;0;0;1;2;2;2;2;2;2;1;;2;2;2;2;2;2;1;;4;5;3;4;2;2;1;4;5;4;3;3;2;1;2;1;1;1;3;2;3;3;3;3;2;2;1;(1969,1979];Metropolitana;1;Chile;;;2;1;2;999;1;1;1;1;2;1;1;8.4;2;0.62;0.78;0.65;0.87;2;3;2;3
344161213;9058;04-04-2023;0d 0h:16m;1;1;1;UACH;Tercer Tribunal Ambiental;Europa y Asia central;;Administración de empresas y derecho;;;Derecho;;;;;;(2000,2009];999;(2009,2020];999;1;2;2008;Chile;1;2;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;;;;;;;;;1;15;1;1;2;2017;;Chile;Los Rios;2;;2;;6;;2;1;40;35;10;20;;35;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;1;4;4;4;4;4;4;4;4;4;4;1;3;1;3;3;1;2;2010;Chile;Los Rios;3;1;3;2;1;;100;;;;2;;;2;;;;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;2;;2;2;2;2;;2;2;2;1;999;;;;;;;;;;;;;;;;;;;;;;;;999;999;999;2;3;;;;;;;;;2;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;3;2;;2;1;;;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;5;4;3;3;2;2;1;2;1;1;2;2;2;2;2;2;1;2;1;(1969,1979];Metropolitana;1;Chile;;;2;7;0;0;0;0;1;1;1;1;1;8.4;2;0.8;0.8;1;0.94;3;3;3;3
344193107;6062;05-04-2023;0d 0h:52m;1;1;1;UCHILE;Fisica;Chile;Metropolitana;Administración de empresas y derecho;;;Derecho;;;;;;(2000,2009];1;(2009,2020];1;1;2;2004;Chile;3;;;5;3;4;5;3;5;2;3;3;4;5;1;3;3;4;2;3;4;999;999;999;999;999;999;999;999;999;999;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;5;2;3;1;3;1;4;5;1;999;;2;2;2;2;2;2;2;2;1;999;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;1;;5;2;;4;1;0;1;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;5;5;5;5;5;5;3;2;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;(1969,1979];Metropolitana;1;999;;;2;4;0;1;1;0;2;1;1;1;1;6.8;2;0.65;0.8;0.62;0.92;2;3;2;3
344194975;9583;05-04-2023;0d 0h:47m;1;1;1;Universidad de Santander;Ingeniería;América Latina y el Caribe;;Salud y bienestar;;;;;;;Salud;;(2000,2009];2;(2009,2020];2;1;1;2001;Chile;5;;;5;4;3;5;2;3;2;4;2;5;2;3;5;3;4;1;5;3;4;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;5;1;4;1;5;2;5;5;1;999;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;1;España;2;2;2;2;1;2;2;1;1;2;2;;;;;;;;;;;;;1;2;2;1;2;1;1;1;2;1;1;;28;2;;4;1;0;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;3;3;3;3;3;3;2;2;2;3;1;2;3;3;2;3;3;3;2;2;1;(1969,1979];Los Rios;1;Chile;;;2;1;0;1;1;1;1;1;1;1;1;8.4;2;0.68;0.96;0.69;0.88;2;3;2;3
344257365;14036;11-04-2023;0d 0h:16m;1;1;1;Ubarcelona;Facultat de biologia, departament de bioquímica i biomedicina molecular;Europa y Asia central;;Salud y bienestar;;;;;;;999;;(2009,2020];2;(2009,2020];2;1;2;2013;España;1;2;;5;999;999;5;5;999;999;999;5;999;999;999;999;999;999;999;999;999;5;1;Ciencias médicas y de la salud;;;Otras ciencias médicas (forenses y otras ciencias médicas);;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;4;3;;3;2;3;4;3;4;3;2;;1;1;1;2;2;2;1;1;1;España;999;999;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;1;1;;7;1;;4;1;0;1;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;5;5;5;5;5;5;3;3;3;3;3;3;2;1;2;;;;;;;;;;;1;1;(1969,1979];Ohiggins;1;999;;;1;4;999;3;999;999;2;1;1;1;1;6.8;2;0.26;0;0.6;0;1;1;2;1
344297263;7158;12-04-2023;0d 0h:26m;1;1;1;UDEC;Ciencias de La Tierra;Chile;Biobio;Ciencias naturales, matemáticas y estadística;;;;Medioambiente;;;;;(2009,2020];1;(2009,2020];1;2;1;2001;Chile;4;;;5;4;5;4;4;3;5;5;4;4;5;4;5;4;4;4;3;3;2;1;Ciencias naturales;Ciencias ambientales y de la Tierra;;;;;;2;1;4;2;;;;2;Chile;La Araucanía;3;1;2;;1;;3;1;44;70;20;10;;;3;5;5;5;3;3;3;5;5;5;4;5;5;5;5;5;5;4;4;3;;2;3;1;4;4;4;4;3;4;4;4;3;3;2;4;2;3;2;2;;;;;;;;;;;;;;;;;;1;2;2018;2019;Chile;La Araucanía;3;2;3;1;44;4;5;4;2;4;1;4;2;5;4;2;1;;2;2;2;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;2;;;;2;1;2;2;2;2;2;2;1;2;2;2;;;;;;;;;;;;;;2;;4;1;;;1;1;1;1;2;2;2;1;INACH;1;2;2;2;2;2;2;INACH;5;5;5;5;5;5;2;3;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;(1969,1979];;2;Chile;;;2;1;;1;;;1;1;1;1;1;6.8;2;0.81;0.88;0.67;0.83;3;3;2;3
