FOLIO;ID_FICTICIO;FECHA_TERMINO;DURACION;VER_1;VER_2;VER_3;EDU_1_1;EDU_1_2;EDU_1_4;EDU_1_5;EDU_2_1;EDU_2_3;EDU_2_4;EDU_2_5;EDU_2_6;EDU_2_8;EDU_2_9;EDU_2_10;EDU_2_11;EDU_6_1;EDU_6_2;EDU_7_1;EDU_7_2;EDU_8;EDU_10_1;EDU_10_4;EDU_10_5;EDU_11_1;EDU_11_3;EDU_11_3_10;EDU_12_1;EDU_12_2;EDU_12_3;EDU_12_4;EDU_12_5;EDU_12_6;EDU_12_7;EDU_12_8;EDU_12_9;EDU_12_10;EDU_12_11;EDU_12_12;EDU_12_13;EDU_12_14;EDU_12_15;EDU_12_16;EDU_12_17;EDU_12_18;EDU_12_19;ECR_1;ECR_4_1;ECR_4_2;ECR_4_3;ECR_4_4;ECR_4_5;ECR_4_6;ECR_4_7;ECR_5;EMP_1;EMP_2;EMP_3A_0;EMP_3A_1_1;EMP_3A_1_2;EMP_3A_2;EMP_3A_3;EMP_3A_4;EMP_3A_5;EMP_3A_8;EMP_3A_9;EMP_3A_32;EMP_3A_33;EMP_3A_34;EMP_3A_35;EMP_3A_44;EMP_3A_45;EMP_3A_46;EMP_3A_47_1;EMP_3A_47_2;EMP_3A_47_3;EMP_3A_47_4;EMP_3A_47_5;EMP_6_1;EMP_7_1;EMP_7_2;EMP_7_3;EMP_7_4;EMP_7_5;EMP_7_6;EMP_7_7;EMP_7_8;EMP_7_9;EMP_7_10;EMP_7_11;EMP_7_12;EMP_7_13;EMP_7_14;EMP_7_15;EMP_7_16;EMP_7_17;EMP_7_18;EMP_7_19;EMP_8_1;EMP_9_1;EMP_9_2;EMP_9_3;EMP_9_4;EMP_9_5;EMP_9_6;EMP_9_7;EMP_9_8;EMP_9_9;EMP_9_10;EMP_9_11;EMP_9_12;EMP_9_13;GEN_0;GEN_1;GEN_2_1;GEN_2_2_1;GEN_2_2_2;EMP_3B_1;EMP_3B_2;EMP_3B_3;EMP_3B_4;EMP_3B_5;EMP_3B_8;EMP_3B_9;EMP_3B_44;EMP_3B_45;EMP_3B_46;EMP_3B_47_1;EMP_3B_47_2;EMP_3B_47_3;EMP_3B_47_4;EMP_3B_47_5;EMP_3B_48;EMP_3C_0;EMP_3C_1;EMP_10A_1;EMP_10B_0;EMP_10B_1;EMP_10B_2;EMP_10B_4;EMP_10B_5;EMP_10B_8;EMP_10B_9;EMP_10B_44;EMP_10B_45;EMP_10B_46;EMP_11_1;EMP_11_2;EMP_11_3;EMP_11_4;EMP_11_5;EMP_11_6;EMP_11_7;EMP_11_8;EMP_11_9;EMP_11_10;EMP_11_11;GEN_5_1;GEN_5_1_0;GEN_3_1_1;GEN_3_1_2;GEN_3_1_3;GEN_3_1_4;GEN_3_1_5;GEN_3_1_6;GEN_3_1_7;GEN_3_1_8;MOB_1A_1;MOB_1B_1;MOB_1B_2;MOB_1B_3;MOB_1B_6_1;MOB_1B_6_2;MOB_1B_6_3;MOB_1B_6_4;MOB_1B_6_5;MOB_1B_6_6;MOB_1B_6_7;MOB_1B_6_8;MOB_1B_6_9;MOB_1C_1;MOB_1C_2;MOB_1C_3;MOB_1C_6_1;MOB_1C_6_2;MOB_1C_6_3;MOB_1C_6_4;MOB_1C_6_5;MOB_1C_6_6;MOB_1C_6_7;MOB_1C_6_8;MOB_1C_6_9;MOB_4A_1;MOB_4A_2;MOB_4A_3;MOB_4A_4;MOB_5_1;MOB_6;MOB_7_1;MOB_7_2;MOB_7_3;MOB_7_4;MOB_7_5;MOB_7_6;MOB_7_7;CAR_1_1;CAR_1_2;CAR_1_3;CAR_1_4;CAR_3_1;CAR_3_2;CAR_3_3;CAR_3_4;CAR_3_5;CAR_3_6;CAR_3_7;CAR_3_8;CAR_3_9;CAR_3_10;CAR_3_11;CAR_5_1;CAR_6_1;CAR_6_2;CAR_6_3;CAR_6_4;CAR_6_5;CAR_6_6;CAR_6_7;CAR_6_8;CAR_6_9;CAR_6_10;CAR_6_11;CAR_6_12;CAR_7_1;CAR_8_1;CAR_8_2;CAR_9_1;CAR_10_1;CAR_13_1;CAR_14_1;CAR_15_1;CAR_16_1_1;CAR_16_1_2;CAR_16_1_3;CAR_16_1_4;CAR_16_1_5;CAR_16_1_6;CAR_16_1_7;CAR_16_1_8;CAR_17_1_1;CAR_17_1_2;CAR_17_1_3;CAR_17_1_4;CAR_17_1_5;CAR_17_1_6;CAR_17_1_7;CAR_17_1_8;CAR_18_1_1;CAR_18_1_2;CAR_18_1_3;CAR_18_1_4;CAR_18_1_5;CAR_18_1_6;CAR_19_1_1;CAR_19_1_2;CAR_19_1_3;CAR_19_1_4;CAR_19_1_5;CAR_19_1_6;CVD_1_1;CVD_2_1;CVD_2_2;CVD_3_1_1;CVD_3_1_2;CVD_3_1_3;CVD_3_1_4;CVD_3_1_5;CVD_3_1_6;CVD_3_1_7;CVD_3_1_8;CVD_3_1_9;CVD_3_1_10;PER_1_1;PER_1_2;PER_2_1;PER_3_2;PER_4_1;PER_5A_1;PER_5A_2;PER_5A_3;PER_5B_1;PER_6_1;PER_7_1;PER_7_2;PER_7_3;PER_7_4;PER_8_1;PER_8_2;PER_8_3;PER_8_4;PER_8_5;FACT;IMP_DATOS;ÍNDCONOCIMIENTOSDOCTORADO;ÍNDCONOCIMIENTOSEMPLEO;ÍNDDOCTORADO;ÍNDEMPLEOSATISFACCIÓN;ConDocCategorica;ConEmpleoCategorica;AfirDocCategorica;SatEmpleoCategórica
343153317;1247;08-03-2023;0d 0h:40m;1;1;1;Washington State University;Horticulture;América del norte;;Agricultura, silvicultura, pesca y veterinaria;;;;;;Agricultura;;;(1989,1999];2;(2000,2009];2;1;2;1991;Chile;10;;;5;5;5;999;999;999;5;5;5;5;5;5;5;999;5;5;5;5;5;2;;;;;;;;;1;3;2;;;;999;Chile;Ohiggins;3;2;2;;1;;3;1;50;100;;;;;2;5;4;5;1;1;1;4;5;4;4;3;4;5;3;5;5;3;4;5;2;1;1;1;4;2;2;4;4;4;4;3;3;4;2;4;2;2;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;3;1;1;2;1;4;1;2;5;1;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;2;1;2;2;1;Contribuir a la formación profesional de excelencia en Ingeniería Agronómica;18;2;;1;1;0;0;1;1;2;2;2;2;2;2;;1;2;1;2;2;2;2;;5;5;5;5;5;5;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1;1;(1969,1979];Metropolitana;1;Chile;;;2;4;2;999;999;999;1;1;1;1;1;6.8;2;0.79;0.75;0.47;0.71;3;3;2;3
344245157;245;11-04-2023;0d 15h:55m;1;1;1;UCHILE;departamento de Matemática, facultad de Ciencias;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Matemática y estadística;;;;;(1,1000];1;(1,1000];2;1;2;1991;Chile;1;1;;4;5;5;999;999;999;5;999;5;999;5;999;5;5;5;999;5;999;999;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;999;;;;;;;;;;;;;;;;;;;;;;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;1;999;999;999;999;999;999;999;999;1;1;2;2;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;1;;20;2;;4;;2;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;3;3;3;3;3;3;1;1;2;2;2;3;2;2;2;2;2;2;2;1;1;(1969,1979];Metropolitana;1;Chile;;;2;1;999;2;1;999;1;1;1;1;1;6.8;2;0.52;0;0;0;2;1;1;1
344297453;18329;12-04-2023;0d 0h:48m;1;1;1;Universidad de Las Palmas de Gran Canaria;Facultad de Filosofía y Humanidades;Europa y Asia central;;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];2;(2009,2020];2;1;2;2009;Chile;5;;;5;4;5;2;5;5;5;5;5;5;5;5;5;5;5;3;2;5;3;2;;;;;;;;;1;8;1;1;1;2015;;Chile;Metropolitana;3;1;2;;6;;1;1;44;40;50;10;;;3;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;3;4;4;4;3;3;4;4;4;4;4;4;3;2;999;2;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;1;5;1;5;4;5;5;5;999;;1;2;2;2;2;2;1;1;1;Alemania;2009;2013;1;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;1;1;;10;2;;4;5;0;0;1;1;1;2;2;2;2;1;;1;1;2;2;2;2;1;;5;5;5;5;5;5;2;2;2;2;2;2;1;2;2;3;1;3;3;3;3;3;3;3;2;1;1;(1969,1979];;2;Chile;Cuba;;2;1;1;0;0;1;1;1;1;1;1;6.8;2;0.88;0.98;0.84;0.92;3;3;3;3
344297818;1134;12-04-2023;0d 0h:21m;1;1;1;Ohio State University;Mathematics Institute;América del norte;;Ciencias naturales, matemáticas y estadística;;;;Matemática y estadística;;;;;(1,1000];1;(1,1000];2;1;2;1988;Estados Unidos;3;;;5;5;5;999;5;999;5;5;5;5;5;5;4;5;5;4;5;999;999;2;;;;;;;;;1;10;1;1;1;1998;;Chile;Maule;3;1;2;;1;;1;1;45;40;20;40;;;3;5;5;5;1;4;2;5;5;5;5;5;5;5;5;5;5;5;2;1;;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;2;3;2;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;2;5;1;5;1;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;2;;;;;;;;;;;;;;;1;1;2;2;2;2;2;1;1;2;2;2;;11;2;;4;1;0;999;2;;;;;;;;;;;;;;;;;4;5;5;3;5;4;3;4;5;2;4;2;2;2;2;1;1;3;3;3;2;2;2;2;2;2;1;(1969,1979];999;1;999;;;2;1;0;0;0;0;2;1;1;1;1;8.4;2;0.77;0.84;0.73;1;3;3;3;3
344298360;8346;12-04-2023;0d 0h:18m;1;1;1;USACH;Instituto de estudios avanzados IDEA;Chile;Metropolitana;Ciencias sociales, periodismo e información;;Ciencias sociales y ciencias del comportamiento;;;;;;;(2009,2020];1;(2009,2020];2;2;2;2008;Chile;1;1;;5;3;5;2;2;2;5;2;3;5;5;2;5;5;5;5;5;5;4;2;;;;;;;;;1;5;1;1;1;2016;;Chile;Metropolitana;3;1;2;;6;;2;1;44;30;30;30;10;;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;4;4;4;4;4;3;4;4;4;4;3;4;4;2;4;2;4;3;2;;;;;;;;;;;;;;;;;;1;1;2010;2016;Chile;Metropolitana;3;2;1;2;20;999;999;999;999;999;999;999;999;999;999;999;2;;2;1;2;2;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;1;Reino Unido;2;2;2;2;1;2;2;1;1;2;2;;;;;;;;;;;;;1;2;1;2;2;2;2;1;2;1;1;;12;3;11;3;4;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;5;5;1;1;1;1;2;2;1;3;2;1;1;1;1;1;1;2;1;(1969,1979];Metropolitana;1;Chile;;;2;1;1;1;0;0;1;1;1;1;1;8.4;2;0.79;1;0;0.96;3;3;1;3
344300576;6715;12-04-2023;0d 0h:21m;1;1;1;UDEC;Facultad de Humanidades y Arte;Chile;Biobio;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];1;(2000,2009];1;1;2;2003;Chile;1;1;;5;999;5;999;5;999;999;5;5;999;999;5;5;5;4;4;3;999;999;2;;;;;;;;;1;3;1;1;1;2003;;Chile;Biobio;3;1;2;;3;;1;1;44;40;30;30;;;3;5;2;5;1;4;4;4;5;5;3;4;5;5;4;3;3;2;4;2;2;3;4;4;4;3;4;4;4;2;4;4;4;1;2;5;2;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;1;4;1;3;1;5;5;1;1;;2;1;2;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;3;3;16;2;2;;;1;1;2;2;2;2;2;2;;1;2;1;2;2;2;2;;5;5;5;5;5;5;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1;1;(1969,1979];Metropolitana;1;Chile;;;2;4;2;999;999;999;1;1;1;1;1;6.8;2;0.54;0.74;0.65;0.87;2;3;2;3
343153390;14668;16-03-2023;7d 23h:56m;1;1;1;UCHILE;Facultad de Ciencias;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2009,2020];1;(2009,2020];1;1;2;2014;Chile;1;1;;5;5;5;999;4;3;5;5;4;4;5;4;5;3;4;5;4;4;2;1;Ciencias naturales;Ciencias biológicas (se excluyen las ciencias médicas y de la agricultura);;;;;;3;1;4;2;;;;1;Chile;Metropolitana;3;1;2;;1;;3;1;50;80;10;10;;;3;5;3;5;1;4;4;5;4;5;5;5;4;5;4;5;4;5;4;3;;3;2;1;3;3;3;4;4;4;4;3;3;4;2;3;2;4;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;3;4;4;4;2;4;4;4;4;2;999;;2;2;2;2;2;2;2;2;1;Estados Unidos;2017;2018;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;;1;1;2;2;2;Estados Unidos;1;2;2;1;1;2;2;1;1;2;2;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;1;1;;10;1;;2;1;0;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;5;5;5;4;3;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;(1969,1979];Atacama;1;Chile;;;2;1;1;1;999;999;1;1;1;1;1;8.4;2;0.8;0.84;0.71;0.79;3;3;3;3
343153750;6811;08-03-2023;0d 0h:55m;1;1;1;UTFSM;Departamento de Ingeniería Química y Ambiental;Chile;Valparaíso;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2009,2020];1;(2009,2020];2;1;1;2012;Chile;10;;;5;5;5;2;4;999;5;4;4;5;5;4;4;3;4;4;4;3;3;2;;;;;;;;;1;4;2;;;;2;Chile;Valparaíso;3;1;2;;1;;3;2;50;10;80;10;;;3;5;5;5;1;5;3;5;4;4;5;5;4;5;4;4;4;4;3;3;;1;1;2;4;4;3;4;4;4;4;3;3;3;2;4;2;2;2;1;2;2021;Chile;Valparaíso;2;;3;2;3;40;;;60;;2;;;2;;;;;;;;;;;3;5;4;2;1;1;2;2;5;5;2;6;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;1;;;;;;;;;;;;;;;2;2;2;2;2;2;1;1;2;1;2;;999;2;;2;2;0;0;1;1;1;2;2;2;2;2;FONIDE;1;1;2;2;2;2;2;FONIDE;5;5;5;5;5;5;5;5;5;4;3;2;1;1;1;2;2;2;2;2;2;1;3;1;2;2;1;(1969,1979];999;1;Chile;;;2;5;1;1;1;1;1;1;1;1;1;8.4;2;0.77;0.82;0.58;0.77;3;3;2;3
343154390;3841;08-03-2023;0d 0h:26m;1;1;1;University College London (UCL);INSTITUTE OF EPIDEMIOLOGY & HEALTH CARE;Europa y Asia central;;Salud y bienestar;;;;;;;Salud;;(2009,2020];2;(2009,2020];1;1;1;2016;Chile;1;2;;5;5;5;4;5;5;5;5;5;5;5;4;5;5;5;5;4;5;3;2;;;;;;;;;1;4;2;;;;2;Chile;Ohiggins;3;1;2;;2;;4;1;44;30;40;20;10;;3;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;4;;3;1;1;4;4;2;4;3;4;4;3;2;4;2;4;1;3;1;1;2;2021;Chile;Ohiggins;3;1;3;2;6;;90;10;;;2;;;1;2;2020;999;Chile;Ohiggins;3;1;3;2;6;4;2;2;3;2;3;2;5;4;5;1;999;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;1;2;2;;9;3;18;4;1;0;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;1;3;4;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;1;(1969,1979];Metropolitana;1;Chile;;;2;7;0;0;0;0;1;1;1;1;1;6.8;2;0.95;0.97;0.6;0.75;3;3;2;3
343155264;11907;08-03-2023;0d 0h:47m;1;1;1;PUCV;Escuela de Ingeniería Bioquímica;Chile;Valparaíso;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2000,2009];1;(2009,2020];2;1;1;2011;Chile;1;1;;5;5;5;4;5;999;5;999;4;999;999;999;5;5;5;5;5;999;5;2;;;;;;;;;1;4;1;1;1;2011;;Chile;Valparaíso;5;;2;;1;;1;1;42;65;10;15;10;;3;5;5;5;5;4;3;4;4;4;4;5;4;5;5;5;5;3;3;4;2;3;4;3;2;3;2;3;4;4;4;3;4;4;2;2;2;4;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;5;1;4;1;3;2;5;5;1;999;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;1;1;2;1;1;1;2;2;1;;10;2;;4;2;0;0;1;1;2;2;1;2;2;2;;1;2;2;1;2;2;2;;4;4;4;4;5;5;5;5;5;5;3;3;2;1;2;1;1;1;1;1;2;1;1;1;1;2;1;(1969,1979];;3;Brasil;;;2;7;0;0;0;0;1;1;1;1;1;8.4;2;0.66;0.86;0.65;0.83;2;3;2;3
343155390;1262;08-03-2023;0d 0h:17m;1;1;1;UNAM;Instituto Geofísico;América Latina y el Caribe;;Ciencias naturales, matemáticas y estadística;;;;Medioambiente;;;;;(1,1000];2;(1,1000];2;1;2;1987;Chile;6;;;5;4;5;3;3;4;3;3;3;4;5;3;5;5;4;4;5;5;2;2;;;;;;;;;1;9;1;1;1;1973;;Chile;Metropolitana;3;1;2;;1;;1;1;44;60;20;20;;;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;4;2;4;3;3;3;4;4;3;4;4;4;3;2;5;1;4;3;2;;;;;;;;;;;;;;;;;;999;;;;;;;;;;;2;4;4;4;4;1;4;1;4;4;1;9;;1;1;2;2;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;1;2;;;;;;;;;;;;;1;2;1;1;1;2;1;1;2;1;1;;30;2;;4;1;0;0;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;4;5;4;3;2;2;3;2;3;3;4;4;2;2;2;2;1;2;1;1;1;2;1;2;2;1;1;(1969,1979];;3;Perú;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.79;0.8;0.6;0.87;3;3;2;3
343155472;12452;08-03-2023;0d 0h:20m;1;1;1;UCHILE;Ciencias Agronomicas;Chile;Metropolitana;Agricultura, silvicultura, pesca y veterinaria;;;;;;Agricultura;;;(2009,2020];1;(2009,2020];1;1;1;2011;Chile;3;;;5;5;5;3;5;3;5;4;5;5;5;4;5;5;4;5;3;4;4;1;Ciencias agrícolas y veterinarias;;;;Agricultura, silvicultura y pesca;;;3;1;4;2;;;;2;Chile;Ohiggins;5;;2;;1;;3;1;45;70;20;10;;;3;4;4;4;2;4;3;4;4;4;4;4;3;4;3;4;4;2;4;3;;2;2;2;2;2;2;4;4;4;3;2;2;4;2;3;2;3;3;2;;;;;;;;;;;;;;;;;;1;2;2011;2020;Chile;Metropolitana;3;1;3;2;35;1;3;2;3;4;3;4;1;4;5;3;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;1;2;2;1;2;2;2;1;;3;3;12;4;1;0;0;1;1;2;2;1;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;3;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;(1969,1979];Metropolitana;1;999;;;2;1;999;1;999;999;1;1;1;1;1;6.8;2;0.88;0.72;0.6;0.67;3;3;2;2
343162511;12940;08-03-2023;0d 0h:22m;1;1;1;University of California, San Diego;Biology;América del norte;;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];2;(2009,2020];1;1;1;2008;Chile;6;;;5;5;5;4;3;4;999;4;5;5;999;4;999;4;5;4;999;4;4;2;;;;;;;;;1;7;1;1;1;2019;;Chile;Los Lagos;1;;2;;1;;1;1;40;50;;50;;;3;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;2;3;4;3;4;4;3;3;3;3;3;4;3;4;1;2;2;3;2;2;;;;;;;;;;;;;;;;;;1;1;2018;2019;Chile;Metropolitana;1;;1;1;45;5;5;5;2;1;1;4;1;3;4;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;1;2;2;1;1;;8;2;;4;3;0;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;2;5;5;5;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;(1969,1979];Metropolitana;1;Chile;;;2;2;0;0;0;0;1;1;1;1;1;6.8;2;0.68;0.78;0.58;0.85;2;3;2;3
343174013;7391;08-03-2023;0d 0h:33m;1;1;1;USACH;Instituto de Estudios Avanzados (IDEA);Chile;Metropolitana;Artes y humanidades;Humanidades;;;;;;;;(2009,2020];1;(2009,2020];1;1;2;2007;Chile;1;1;;5;5;5;999;3;3;5;5;5;5;5;3;5;5;5;5;3;5;999;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2011;2021;Chile;Metropolitana;3;2;1;1;40;3;3;3;3;3;3;3;3;3;3;3;5;;2;1;2;2;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;2;;;;;;;;;;;;;;;1;2;2;1;2;2;1;1;2;1;1;;7;2;;4;2;0;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;4;4;3;3;3;3;2;2;2;2;2;2;1;3;2;2;2;1;1;2;2;1;1;(1969,1979];Metropolitana;1;999;;;2;4;0;0;0;0;1;1;1;1;1;6.8;2;0.81;0.91;0.6;0;3;3;2;1
343941135;18171;27-03-2023;0d 1h:37m;1;1;1;Universidad de Navarra;Facultad de Filosofía y Letras;Europa y Asia central;;Artes y humanidades;Humanidades;;;;;;;;(1,1000];1;(1,1000];1;1;2;1993;España;2;;;5;999;5;999;4;4;5;5;5;5;5;4;5;4;4;4;5;5;999;2;;;;;;;;;1;9;1;1;2;2013;;Chile;Metropolitana;3;1;2;;3;;1;1;40;20;20;60;;;3;5;2;5;1;3;3;5;5;5;4;5;4;5;4;4;4;5;4;1;2;4;4;4;4;4;4;4;4;3;4;4;4;4;2;2;2;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;4;;1;4;1;3;5;5;5;1;1;;2;2;2;2;2;2;2;2;1;España;1991;1993;;;;;;1;;;;;;;;;;;;;;;;1;2;2;2;2;Uruguay;2;1;2;2;2;2;2;1;;1;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;1;;10;3;60;4;4;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;3;3;5;5;5;5;5;5;2;2;2;2;2;2;2;2;2;3;3;3;2;1;1;(1969,1979];Maule;1;Chile;;;2;1;0;2;1;0;2;1;1;1;1;6.8;2;0.78;0.78;0.62;0.98;3;3;2;3
343185771;9659;09-03-2023;0d 0h:28m;1;1;1;UACH;Facultad de Cs Forestales y RR NN;Chile;Los Rios;Agricultura, silvicultura, pesca y veterinaria;;;;;;Silvicultura;;;(2009,2020];1;(2009,2020];2;1;2;2010;Chile;1;1;;4;5;5;2;3;5;4;4;4;5;3;4;4;5;5;5;2;4;5;1;Ciencias naturales;Ciencias ambientales y de la Tierra;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2019;2021;Chile;Los Rios;3;1;2;1;45;2;4;2;2;3;3;3;4;4;5;2;999;;;;;;;;;;1;999;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;2;1;;2;2;;3;1;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;5;5;4;4;4;2;1;2;2;1;2;3;2;2;2;2;2;2;2;1;(1969,1979];Metropolitana;1;999;;;2;7;1;1;0;0;1;1;1;1;1;8.4;2;0.82;0.84;0.62;0;3;3;2;1
343475962;5781;13-03-2023;0d 1h:26m;1;1;1;PUC;Instituto de Economía;Chile;Metropolitana;Administración de empresas y derecho;;;Negocios y administración;;;;;;(2000,2009];2;(2009,2020];1;1;2;2002;Chile;3;;;4;3;5;3;3;5;5;5;4;4;4;4;5;4;5;5;3;5;4;2;;;;;;;;;1;7;1;1;1;999;;Chile;Metropolitana;3;2;2;;4;;1;1;45;35;35;15;15;;3;5;3;5;4;5;5;5;5;5;5;5;4;5;5;5;5;5;5;4;;3;3;3;3;3;3;4;3;3;4;3;3;3;2;3;2;4;1;1;2;2008;Chile;Metropolitana;3;1;3;2;8;;10;;10;80;2;;;1;1;2002;2021;Chile;Metropolitana;3;1;4;1;45;5;5;5;2;4;2;4;2;5;5;2;2;;1;1;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;1;2;1;1;1;1;1;2;1;2;;8;2;;3;1;0;0;1;1;2;2;1;2;2;2;;1;2;2;1;2;2;2;;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;(1969,1979];Metropolitana;1;Chile;;;2;1;0;3;1;0;1;1;1;1;1;6.8;2;0.84;0.95;0.75;0.79;3;3;3;3
